Name,Town,Description,seg
華泰名品城,中壢區,百大國際品牌全年祭出優惠，省錢入手經典單品，締造你的獨有魅力﹔大展風潮的人氣餐館，讓品味從外在穿搭到飲食，都是極入流的表現。,"['國際', '優惠', '省錢', '經典', '單品', '締造', '獨有', '風潮', '人氣', '餐館', '從外', '飲食', '是極', '表現', '入流', '祭出', '大展', '百大', '品味', '入手', '魅力', '全年', '品牌']"
龍元宮商圈,龍潭區,廟口無非就是庶民小吃的集散地，從屹立多年的傳統美味，到在地人必私藏的創意小點，都令人嘗了就忍不住打卡分享新發現！,"['打卡', '廟口', '無非', '傳統', '地人必', '創意', '小點', '發現', '私藏', '屹立', '小吃', '庶民', '美味', '集散地', '分享', '忍不住', '令人', '多年', '就是']"
大湳圖書館,八德區,走過半世紀，眷村電影院蛻變成了閱讀文字與影像的人文空間，保留下來的軍工建築特色，激盪出新與舊的完美融合，讓老宅持續迷人。,"['走過', '眷村', '蛻變成', '閱讀', '空間', '下來', '工建築', '激盪', '持續', '半世', '老宅', '影院', '出新', '影像', '迷人', '人文', '完美', '融合', '特色', '保留', '文字']"
阿姆坪薑母島,大溪區,搭上渡船一次把石門水庫的山川水色達陣﹔龍珠灣、夢幻草原、石秀灣瀑布、長興斷橋…，晨昏四季都能有不同於陸路旅遊的驚奇發現。,"['石門', '水庫', '達陣', '龍珠灣', '夢幻', '石秀灣', '興斷橋', '陸路', '旅遊', '驚奇', '發現', '晨昏', '渡船', '水色', '山川', '四季', '瀑布', '草原', '一次', '不同']"
養樂多工廠,中壢區,小小乳酸菌藏著多少奧妙，瞧瞧生產線就知道！學到知識後去商店街逛一波，把限定文創小物帶回家，再到萬國Logo牆來個到此一遊打卡。,"['打卡', '藏著', '奧妙', '生產線', '學到', '知識後去', '街逛', '文創', '小物', '萬國', 'Logo', '牆來', '一遊', '乳酸菌', '限定', '小小', '再到', '商店', '一波', '瞧瞧', '回家', '多少', '知道']"
歐萊德綠建築總部,龍潭區,歐萊德秉持永續經營的理念，將總部建築融於環境，從建材到能源的再利用皆落實節能減碳，並以｢綠色品牌｣之姿為愛地球盡一份心力。,"['歐萊德', '永續', '經營', '將總部', '建築融', '環境', '實節', '減碳', '並以', '綠色', '之姿', '秉持', '心力', '建材', '理念', '地球', '一份', '能源', '品牌', '利用']"
福源茶廠,龍潭區,想成為品茶達人，就不能不明白製茶的箇中學問﹔體驗採茶、揉茶、磨茶粉…讓五感深入感受茶的每一階段，從此喝茶更有味道！,"['想成', '達人', '箇中', '學問', '體驗', '採茶', '茶粉', '一階段', '從此', '五感', '品茶', '喝茶', '味道', '不能不', '感受', '深入', '明白']"
中台環境教育資源中心,觀音區,環保小尖兵，一起來把廢棄物變黃金！有趣的導覽課程，帶你了解什麼是綠色資源科技、手中的工廠回收材料如何變為文創小物，動動手學科普。,"['環保小', '廢棄物', '變黃金', '導覽', '課程', '什麼', '綠色', '資源', '工廠', '變為', '創小物', '動動', '手學', '尖兵', '科普', '回收', '有趣', '手中', '科技', '材料', '了解', '一起', '如何']"
源友咖啡文化館,平鎮區,你喝的咖啡有泰半從這來！源友以享譽國際的烘豆技術，誘使每一顆咖啡豆散出香氣，為成就一杯風味香醇的咖啡奠定了美好基礎。,"['咖啡', '泰半', '這來', '源友', '享譽', '國際', '烘豆', '技術', '誘使', '一顆', '香氣', '風味', '基礎', '咖啡豆', '香醇', '散出', '美好', '一杯', '奠定', '成就']"
渴望園區,龍潭區,在這裡有一種自在是躺臥青草地望藍天、早晨被鳥鳴喚醒…就來入住全國首家｢金級環保旅館｣吧！回應內心對樂活人生最真實的嚮往。,"['這裡', '一種', '藍天', '鳥鳴', '喚醒', '全國', '金級', '環保', '旅館', '回應', '內心', '對樂活', '最真實', '青草地', '入住', '首家', '早晨', '人生']"
南崁溪水岸公園,蘆竹區,超帥氣退役戰車、大紅LOVE、緋紅富士櫻、炫麗光雕橋，6座公園給你軍事風、放閃風、唯美風，多種不一樣的打卡風格，洗版洗起來！,"['洗起', '打卡', '超帥氣', '戰車', '大紅', 'LOVE', '緋紅', '炫麗光', '雕橋', '公園給', '軍事風', '放閃風', '多種', '一樣', '風格', '洗版', '唯美', '富士', '退役']"
福仁宮,大溪區,農曆二月十一，來恭賀開漳聖王生辰快樂！地方大姓十年一輪主辦，神豬祭儀熱鬧登場，歡迎鄉親父老前來共襄盛舉，有拜有保庇！,"['來恭賀', '開漳聖王', '快樂', '一輪', '主辦', '神豬', '祭儀', '熱鬧', '登場', '歡迎', '鄉親', '前來', '襄盛舉', '保庇', '大姓', '生辰', '父老', '二月', '十一', '十年', '地方']"
新南老街,大溪區,雕飾精緻的巴洛克街屋華麗競演，隱喻著富貴人家的貴氣格調，隨著時代更迭，豪門廳堂成為旅人飲咖啡品生活的場景，再續老街風華。,"['雕飾', '屋華麗', '競演', '隱喻', '著富貴', '貴氣格調', '隨著', '時代', '豪門廳', '成為', '場景', '再續', '風華', '老街', '旅人', '巴洛克', '更迭', '咖啡', '人家', '生活']"
迷宮巷-鳳飛飛故居,大溪區,年華似水流，穿梭短牆矮房，鳳姐歌聲掠過心頭，就在草店尾小客廳稍作歇息吧，挖掘「後尾仔｣的吉光片羽，想像大漢溪河運興盛的日子。,"['草店', '年華似', '短牆', '矮房', '鳳姐', '歌聲', '掠過', '心頭', '尾小客', '吉光片羽', '大漢', '運興盛', '溪河', '稍作', '穿梭', '想像', '歇息', '水流', '挖掘', '日子']"
水牛書店,新屋區,以書易書的經營模式，讓偏鄉的閱讀力源源不絕，就如同店名｢水牛｣，默默耕耘著在地文化土壤﹔店內另販售小農特產，致力推廣友善耕作。,"['默默耕耘', '店名', '以書易', '經營', '偏鄉', '閱讀力', '不絕', '店內', '販售', '農特產', '推廣', '源源', '友善', '致力', '水牛', '耕作', '土壤', '如同', '模式', '文化']"
八德茄苳霄裡陽光鐵馬道,八德區,南北雙路線，玩法好多變！嚮往自然的你，就往北去看埤塘、賞阡陌農田﹔想感受在地人情味，就往南邊浣衣池、古厝群，小鎮情懷總是詩。,"['雙路線', '往北去', '農田', '南邊', '古厝', '小鎮', '情懷', '總是詩', '阡陌', '浣衣', '玩法', '人情味', '好多', '感受', '南北', '自然']"
舊百吉隧道,大溪區,日治時期聯絡角板山和大溪的交通要道，現今已成為重現往年車伕在輕便鐵道上，手押台車、辛苦載客載貨場景的歷史廊道。,"['日治', '時期', '聯絡', '角板', '現今', '重現', '鐵道', '手押', '台車', '客載', '貨場景', '歷史', '廊道', '大溪', '交通要道', '已成', '往年', '辛苦']"
青林農場,觀音區,吃過燒烤店沒什麼好說嘴，動手焢窯、露天烤肉才夠威，酒足飯飽後超大草皮等你來動動筋骨，最後做個麥桿菊乾燥花，把這份野趣帶回家。,"['過燒', '烤店', '沒什麼', '動手', '才夠', '酒足飯', '動動', '最後做', '麥桿', '乾燥', '這份', '野趣', '草皮', '烤肉', '超大', '筋骨', '露天', '回家']"
大艽芎古道,大溪區,古道健走找亮點，翩翩紫蛺蝶飛啊飛、純白桐花綻放樹間、蟲鳴鳥叫當最天然的背景音樂，昔日通商要道變成自然生態賞景私房路線！,"['健走', '亮點', '純白桐', '花綻', '放樹間', '蟲鳴', '叫當', '音樂', '變成', '生態', '賞景', '路線', '私房', '翩翩', '古道', '要道', '通商', '昔日', '天然', '背景', '自然']"
大漢橋,復興區,你是文藝小清新，就來賞楓賞蝶品四季更迭，你是躁動熱血咖，北台灣高度最高的高空彈跳歡迎你來，大漢橋的各種玩法，怎麼玩都挺有意思。,"['文藝', '賞楓', '賞蝶品', '躁動', '熱血', '彈跳', '歡迎', '大漢橋', '各種', '怎麼', '北台', '玩法', '更迭', '清新', '四季', '有意思', '高空', '高度', '最高']"
大溪月眉至龍潭三坑水岸觀光綠廊,大溪區,不衝刺的長征，儘管自如地踩踏雙輪，慢速欣賞沿途的每一道風景﹔懷舊老街、水岸風情、季節花海…，然後嚐口客家菜包，旅程完美終結！,"['客家菜', '不衝', '雙輪', '欣賞', '風景', '懷舊', '風情', '季節', '終結', '花海', '水岸', '老街', '慢速', '旅程', '自如', '踩踏', '沿途', '完美', '一道']"
優霞雲瀑布、嘎嘎生態池,復興區,看似靜謐的生態池其實是個熱鬧的小型生態鏈，觀察多樣化的水生物種能讓你嘖嘖稱奇﹔下行可見傾瀉而下的瀑布，滔滔流水光看就震撼。,"['生態', '水生物', '靜謐', '池其實', '熱鬧', '觀察多', '樣化', '種能', '嘖嘖稱', '可見', '傾瀉', '光看', '滔滔', '震撼', '看似', '流水', '瀑布', '下行', '小型']"
石門山步道,龍潭區,海拔551公尺的小百岳，匯聚鐵腿好漢坡、平坦土石路，隨興致攻頂便能換個角度鳥瞰石門水庫、遠眺龍潭大溪，感受登高的暢快。,"['551', '小百岳', '匯聚', '鐵腿', '好漢坡', '隨興致', '攻頂', '換個', '鳥瞰', '石門', '水庫', '遠眺', '龍潭', '暢快', '大溪', '公尺', '土石', '登高', '平坦', '感受', '角度', '海拔']"
羅馬公路自行車路線,復興區,想知道你的毅力臨界點在哪，近34公里的山麓單車行，就是挑戰標的﹔飽覽部落原鄉風采之際，奮力完成一段段爬坡，你就是自己的英雄！,"['臨界點', '34', '單車行', '挑戰標', '飽覽', '原鄉', '采之際', '奮力', '一段段', '爬坡', '毅力', '山麓', '就是', '部落', '英雄', '公里', '完成', '知道', '自己']"
角板山形象商圈,復興區,部落伴手禮﹣水蜜桃、甜柿、香菇、小米酒、編織藝品買好買滿，還有平常吃不到的部落風味菜，整個商圈就是你的逛街天堂。,"['部落', '甜柿', '伴手禮', '編織', '藝品', '風味菜', '整個', '逛街', '水蜜桃', '商圈', '小米', '香菇', '天堂', '平常', '不到', '就是']"
彩韻廣場,桃園區,如彩緞舞動的裝置藝術，以｢展開雙臂｣的迎賓意象，歡迎每位來訪的旅人，夜間炫彩光影與水瀑交織，又展現另一番醉人氛圍。,"['如彩緞', '舞動', '裝置', '藝術', '展開', '雙臂', '迎賓', '歡迎', '來訪', '夜間', '炫彩', '瀑交織', '展現', '氛圍', '旅人', '另一番', '意象', '醉人', '光影', '每位']"
新屋百年石滬群,新屋區,由一個個卵石堆疊而成的海上長城，既是漁民利用漲退潮的捕魚利器，更是不可多得的環境教育場域，酋婦蟹、海瓜子、青蟳，大開你的眼界。,"['海瓜子', '一個', '堆疊', '漁民', '捕魚', '環境', '場域', '酋婦', '大開', '不可多得', '卵石', '退潮', '利器', '眼界', '海上', '更是', '教育', '利用']"
羅浮部落獵人學校,復興區,莫急莫慌要沉著，作為一名獵人之先，你需要懂得超前佈署和耐心等候！跟著導覽人員學習設置陷阱、射箭秘訣，也許你就是最有潛力的泰雅獵人！,"['獵人', '泰雅', '莫急', '莫慌要', '沉著', '作為', '著導覽', '人員學習', '設置', '秘訣', '也許', '潛力', '超前', '射箭', '陷阱', '耐心', '最有', '懂得', '等候', '一名', '需要', '就是']"
龍岡森林公園,中壢區,丟掉手機丟電腦，無料萬坪公園才是全家人的絕佳休閒選項，不管是想健走、騎單車、打籃球，享受揮汗動起來的暢快，甩掉你的宅習慣。,"['丟掉', '手機', '丟電腦', '無料', '萬坪', '公園', '絕佳', '休閒', '選項', '單車', '打籃球', '揮汗動', '起來', '暢快', '習慣', '甩掉', '全家人', '享受', '不管']"
南崁溪水岸自行車道,蘆竹區,踩踏雙輪兜風去！22公里的水岸車道，跨境城中和田野，白天賞河景風光，晚上看爛漫光雕，即使一個人也能隨時展開一場愜意的單車私旅。,"['雙輪', '風去', '22', '車道', '賞河', '景風光', '看爛', '漫光', '一個', '隨時展', '開一場', '愜意', '單車', '私旅', '水岸', '踩踏', '田野', '跨境', '白天', '城中', '公里', '晚上', '即使']"
桃園中正藝文特區商圈,桃園區,料理東西軍大舉插旗的美食版圖，從街邊傳統小吃到異國美饌，強力逆襲每一張懂吃的嘴，還要把潮流衣著買起來，大肆享受逛街的快感。,"['東西', '軍大舉', '插旗', '版圖', '街邊', '傳統', '異國美', '強力', '逆襲', '一張', '還要', '衣著', '起來', '逛街', '小吃', '快感', '美食', '料理', '大肆', '潮流', '享受']"
龍岡圖書館(桃園市立圖書館龍岡分館),中壢區,獨自、讀字，挑個窗邊的座位，陷入文字的世界，就像圖書館｢融於自然｣的設計理念，在風光水綠中，我們閱讀，也感受這世界。,"['獨自', '讀字', '挑個', '窗邊', '圖書館', '設計', '風光', '水綠中', '我們', '閱讀', '世界', '座位', '理念', '感受', '陷入', '文字', '自然']"
虎頭山公園全齡友善步道,桃園區,不分老幼的自然系踏青路線，只要邁開步伐，便能擁抱難能可貴的生態之美，一路上也許會巧遇松鼠和蛙蛙，歡迎你造訪這座城市後花園。,"['路線', '邁開', '擁抱', '難能', '可貴', '生態', '之美', '許會', '歡迎', '造訪', '這座', '花園', '踏青', '巧遇', '老幼', '松鼠', '一路上', '步伐', '只要', '自然', '城市']"
泰雅小米園區,復興區,播種時的祈願、豐收時的感謝，旅人們藉由參與祭儀，認識族人崇敬天地的表現，園區還推出射箭、編織等文化體驗，讓你化身泰雅小勇士。,"['泰雅', '藉由', '播種', '祈願', '豐收時', '感謝', '參與', '祭儀', '認識', '表現', '園區還', '編織', '體驗', '旅人', '崇敬', '化身', '勇士', '射箭', '族人', '天地', '推出', '文化']"
溪口部落,復興區,登上新溪口吊橋，是每一位來訪溪口部落的旅人們必收景致，而體驗隱藏在口簧琴和部落料理的風土人文，則是讓旅程加倍精彩。,"['溪口', '部落', '吊橋', '來訪', '必收', '體驗', '隱藏', '口簧琴', '風土', '則是', '旅人', '旅程', '景致', '加倍', '料理', '人文', '精彩', '登上', '一位']"
石門水庫步道,龍潭區,深入步道的收穫，不只是鍛鍊體力，還可以眺望大壩風光，感受悠遊自然的快意﹔高雅梅櫻、橙紅楓葉、四月雪流蘇花，四季各有看頭。,"['步道', '體力', '大壩', '風光', '悠遊', '梅櫻', '橙紅楓', '雪流', '蘇花', '看頭', '快意', '眺望', '高雅', '四季', '四月', '各有', '感受', '深入', '自然', '只是']"
北橫公路自行車路線,大溪區,單車好手不會想錯過的達人級路線，從大溪一路上復興、小鎮一路到山區，壯麗原鄉騎透透，快激起你的腎上腺素飆速起來！,"['透透', '單車', '不會', '錯過', '人級', '路線', '小鎮', '山區', '壯麗', '原鄉', '上腺素', '飆速', '起來', '大溪', '好手', '激起', '一路上', '一路']"
大棟山登山步道,龜山區,目睹海拔405公尺的小百岳風景，有飛機凌空飛、高鐵呼嘯過、蜿蜒淡水河、台北101屹立遠處，攻頂後的重頭戲，就是令人直呼值得。,"['405', '小百岳', '風景', '飛機', '高鐵', '呼嘯過', '101', '遠處', '攻頂', '重頭戲', '直呼', '淡水河', '公尺', '屹立', '凌空', '目睹', '蜿蜒', '台北', '令人', '海拔', '值得', '就是']"
永安北岸濱海遊憩區,新屋區,親子親水低碳無動力活動首選﹣後湖溪划獨木舟，在海風徐徐之下搖槳前行，靜賞水鳥飛翔而過、觀察濕地生態，頗有一番情趣。,"['木舟', '親子', '親水低', '無動力', '活動', '首選', '湖溪划', '海風', '搖槳', '靜賞', '水鳥', '飛翔', '而過', '觀察濕', '生態', '徐徐', '情趣', '前行', '一番', '之下']"
大溪木藝生態博物館﹣大溪歷史館,大溪區,跨越近百年的屋舍，以展示｢大溪人的生活與歷史｣為定位，保留當代居民的軌跡，使旅人沉浸在令人著迷的復古氛圍中，懷想古今。,"['歷史', '當代', '軌跡', '著迷', '古氛', '圍中', '懷想', '屋舍', '大溪', '旅人', '沉浸', '古今', '百年', '跨越', '展示', '定位', '保留', '令人', '居民', '生活']"
大溪木藝生態博物館﹣藝師館,大溪區,高手在民間，木職人代代傳承的精湛工藝，使大溪因百年木藝而光彩熠熠﹔來趟文化行旅吧，發掘一鑿一刻下，無以複製的動人故事。,"['光彩熠熠', '民間', '木職', '傳承', '工藝', '木藝', '來趟', '發掘', '一鑿', '無以', '行旅', '代代', '大溪', '精湛', '高手', '百年', '一刻', '故事', '文化']"
桃園慈護宮,桃園區,中壢仁海宮與桃園慈護宮分別為南北桃園的媽祖信仰中心，每30年舉辦一次的祈安建醮極為盛大，總吸引成千上萬的信徒前來參拜、鑽轎腳。,"['桃園', '中壢', '仁海宮', '慈護宮', '分別', '媽祖', '30', '舉辦', '祈安建', '極為', '前來', '參拜', '成千', '信徒', '盛大', '信仰', '南北', '吸引', '中心', '一次']"
大溪普濟堂,大溪區,六月廿四關聖帝君聖誕，熱鬧翻騰的全城遶境，來看大仙尪神將出巡和百年社頭全到齊，大溪人的第二個過年，你不會想錯過！,"['廿四', '關聖', '聖誕', '熱鬧', '翻騰', '神將', '社頭', '個過', '不會', '錯過', '全到', '大溪', '帝君', '出巡', '大仙', '全城', '百年', '六月', '第二']"
赫威神木群,復興區,全台極為珍稀的低海拔紅檜群，樹齡約為800至2000年，當中較為知名的有巨大樹洞的八仙神木、枝幹曲折的卜派神木，抬頭仰望令人不由得發出讚嘆。,"['神木', '極為', '紅檜群', '樹齡', '800', '2000', '當中', '樹洞', '枝幹', '抬頭', '全台', '八仙', '仰望', '珍稀', '曲折', '知名', '不由得', '令人', '海拔', '巨大']"
乳姑山,龍潭區,白天這裡是挖掘台灣功夫茶製程的好所在，晚上則是捕獲超級夜景的打卡熱點，採茶體驗、璀璨燈火搭上美食，山中輕旅精彩一整日。,"['功夫茶', '打卡', '這裡', '台灣', '則是', '捕獲', '超級', '熱點', '採茶', '體驗', '燈火', '輕旅', '夜景', '璀璨', '美食', '整日', '精彩', '山中', '挖掘', '白天', '所在', '晚上']"
國立體育大學,龜山區,走在碧綠無波的志清湖畔步道，放眼所及的風景令人感到格外宜人，偶爾可見鴨子悠閒划水﹔一旁的青翠草地席地野餐，也是一種享受。,"['步道', '綠無波', '志清', '風景', '偶爾可見', '鴨子', '悠閒', '一種', '席地', '野餐', '青翠', '划水', '放眼', '湖畔', '宜人', '所及', '草地', '格外', '一旁', '享受', '令人', '感到']"
Global Mall 桃園A8,龜山區,多個流行風尚、生活日用、文具雜貨、運動休閒等特選品牌，加上特色主題餐館，讓你捷運到站立馬開買開吃，大嫌時間不夠用！,"['多個', '風尚', '雜貨', '運動', '休閒', '特選', '主題', '餐館', '捷運到', '開買開', '大嫌', '時間', '不夠', '日用', '文具', '站立', '特色', '流行', '品牌', '加上', '生活']"
中壢藝術館,中壢區,風格大器又沉穩的的建築，規劃有可容納千人的音樂廳、百坪展覽室，每年平均舉辦30檔展覽和百場國內外表演，是南桃園重要的藝文空間。,"['風格', '沉穩', '建築', '規劃', '納千人', '音樂廳', '百坪', '展覽室', '舉辦', '30', '檔展覽', '百場', '國內外', '南桃園', '藝文空間', '可容', '大器', '表演', '每年', '平均', '重要']"
桃園國際機場,大園區,可以待上一天的戶外觀景平台，無論是看夕陽、看星空、看飛機起降都很推﹔重現舊時大稻埕的玩藝大街，彩繪打卡牆引你進入一段復古時光。,"['打卡', '戶外', '觀景', '無論', '看夕陽', '看飛機', '重現', '時大稻', '玩藝', '彩繪', '牆引', '進入', '古時光', '星空', '起降', '大街', '一段', '平台', '一天']"
茄苳里埤塘公園,八德區,象徵桃園文化薈萃的七彩裝置藝術在埤塘的倒影令人驚豔，不如就沿著環湖景觀步道，領略不同視角之美，偶爾還有白鷺鷥與你相伴。,"['步道', '徵桃園', '薈萃', '裝置', '藝術', '沿著環', '湖景觀', '領略', '視角', '之美', '偶爾', '白鷺鷥', '七彩', '倒影', '相伴', '令人', '不如', '文化', '不同']"
魅力金三角商圈 (魅力金三角地方特色產業發展協會),平鎮區,米干、國旗屋、龍岡清真寺、忠貞市場、異域故事館、忠貞新村文化園區...，透著濃濃眷村風味的時尚風華再現，歡迎您的蒞臨!,"['國旗屋', '龍岡', '忠貞市場', '異域', '忠貞', '園區', '...', '透著', '濃濃', '眷村', '風味', '尚風華', '再現', '歡迎', '蒞臨', '新村', '清真寺', '故事', '文化']"
雲南文化公園,平鎮區,全桃稀有的雲南主題公園，園區內設有藏族祈福轉經筒，連年舉辦的龍岡米干節也於此為活動場地之一，是推廣滇緬文化的重要據點。,"['全桃', '雲南主題', '公園', '園區', '內設', '轉經筒', '連年', '舉辦', '龍岡米', '干節', '活動場', '推廣', '據點', '祈福', '稀有', '藏族', '文化', '之一', '重要']"
蘆竹德馨堂,蘆竹區,仔細端詳這座蘆竹地區少數保存良好的一條龍古厝，不論是彩瓷、泥塑、紅磚牆、燕尾形屋脊，皆顯百年望族氣派，也是表現閩南文化的經典之作。,"['燕尾形', '仔細端', '這座', '蘆竹', '地區', '少數', '一條', '古厝', '不論', '紅磚', '氣派', '表現', '閩南', '經典', '望族', '彩瓷', '泥塑', '屋脊', '之作', '百年', '保存', '良好', '文化']"
外社輕便車站,蘆竹區,重建的車站喚起地方記憶，旅人們在水塘畔踩小台車前行，體驗外社先民運輸工具，同時還能迎著微風欣賞周邊遠山，格外舒心。,"['車站', '喚起', '記憶', '台車', '體驗', '外社', '運輸', '同時', '還能', '迎著', '微風', '欣賞', '周邊', '遠山', '旅人', '舒心', '水塘', '先民', '前行', '重建', '格外', '工具', '地方']"
桃園市土地公文化館,桃園區,來瞧瞧威風凜然的神將每一筆畫有多細緻、古早農村廟口看戲是大人小孩都愛的樂趣…與土地公信仰密不可分的鄉土文化，帶你一探究竟。,"['威風凜然', '神將', '筆畫', '古早', '農村', '廟口', '看戲', '愛的', '樂趣', '鄉土', '土地公', '一探', '密不可分', '瞧瞧', '小孩', '信仰', '大人', '究竟', '文化']"
葡萄王健康活力能量館,平鎮區,來瞧瞧暢銷超過半世紀的｢康貝特｣發源地，除了Get健康知識，當然不能錯過保健食品和甜品混搭的益生菌霜淇淋、靈芝仙草凍，必吃絕配滋味。,"['益生菌', '暢銷', '超過', '紀的', '康貝特', 'Get', '知識', '當然', '錯過', '霜淇淋', '靈芝', '必吃', '絕配', '甜品', '保健食品', '半世', '源地', '仙草', '滋味', '瞧瞧', '健康', '除了', '不能']"
大園商圈,大園區,走逛擁有數十年歷史的餐館、餅舖、生活雜貨，是一窺在地人獨有日常的絕佳方式，傳統老店裡的老故事，走過路過千萬別錯過。,"['擁有數', '歷史', '餐館', '雜貨', '地人', '獨有', '絕佳', '傳統', '裡的', '過路', '過千萬別', '錯過', '老店', '日常', '十年', '故事', '方式', '生活']"
樂信瓦旦紀念公園,復興區,終其一生為了爭取部落居民的權益，而不惜斷送性命的樂信瓦旦，其無私精神直到如今依然是受到族人極高尊崇，也特建此公園表達感念。,"['終其', '爭取', '權益', '斷送', '信瓦旦', '其無私', '極高', '特建', '園表達', '此公', '感念', '尊崇', '族人', '不惜', '部落', '性命', '一生', '居民', '直到', '精神', '依然', '如今', '受到']"
龍潭觀光夜市,龍潭區,每個南桃園鄉親心目中的美食地圖，總是少不了會有龍潭觀光夜市，裡頭多達500個攤位，囊括各式異國料理、傳統美味，吃貨雷達ON！,"['每個', '南桃園', '鄉親', '地圖', '總是', '會有', '龍潭', '觀光', '裡頭', '500', '攤位', '異國', '傳統', '貨雷達', '夜市', '囊括', '美食', '各式', '美味', '少不了', '料理', '心目']"
108賴家休閒農場,蘆竹區,來訪的旅客可別錯過瞧瞧園主的絲瓜藝術創作展示，和夏日必賞的荷花景致，讓這趟農村風土體驗，增添了一點閒情逸致。,"['逸致', '來訪', '可別', '錯過', '園主', '絲瓜', '藝術', '創作', '必賞', '這趟', '農村', '風土', '體驗', '一點', '閒情', '夏日', '景致', '荷花', '旅客', '增添', '瞧瞧', '展示']"
千郁休閒農場,蘆竹區,六千多坪的園區種植多種香草植物、景觀植栽，旅人賞美景之餘，還可品嘗舒壓香草茶、養生健康餐，再來場大地遊戲、農事體驗，實在紓壓！,"['香草', '園區種', '植多種', '景觀植', '之餘', '還可品', '嘗舒壓', '養生', '再來場', '遊戲', '農事', '體驗', '實在', '六千多', '旅人', '美景', '大地', '健康', '植物']"
台灣高鐵探索館,中壢區,2007年台灣高鐵的通車，推進台灣交通史邁入嶄新的里程碑，這當中需要多少無名英雄的投入﹖又有哪些難題需要被克服﹖歡迎來探索這偉大工程！,"['台灣', '2007', '高鐵', '通車', '推進', '邁入', '這當', '無名', '難題', '歡迎', '這偉大', '交通史', '需要', '里程碑', '克服', '哪些', '探索', '英雄', '投入', '工程', '多少']"
新溪口吊橋,復興區,沒走過全台最長懸索橋，就好像來復興沒吃水蜜桃，旅行成就少一項！快點提起你的勇氣，勇跨｢北台303｣，大漢溪谷等你來征服！,"['沒走過', '最長', '懸索橋', '少一項', '快點', '勇氣', '勇跨', '303', '大漢', '北台', '全台', '水蜜桃', '溪谷', '旅行', '征服', '提起', '成就', '好像']"
泰雅故事公園,復興區,桃園第一座引進碳酸氫鈉泉的公園，入口處的超大魚筌展現泰雅捕魚文化，園內特別設置泡腳池，讓旅人就地即可體驗觸感光滑的美人湯。,"['泰雅', '桃園', '引進', '氫鈉', '公園', '魚筌', '展現', '捕魚', '園內', '特別', '設置', '腳池', '體驗', '觸感', '美人湯', '旅人', '碳酸', '超大', '第一座', '入口', '光滑', '即可', '文化']"
桃園軌道願景館,桃園區,坐上桃園號小火車認識桃園捷運未來規劃、回顧在地軌道歷史﹔等比例神還原打造的桃園舊火車站、小小車長體驗、軌道劇院皆是館內亮點。,"['桃園', '軌道', '桃園號', '車認識', '捷運', '未來', '規劃', '回顧', '歷史', '還原', '火車', '車長', '體驗', '劇院', '內亮點', '小火', '坐上', '小小', '打造', '比例']"
桃園77藝文町,桃園區,在五光十色的站前商圈裡，這座日式宿舍群像是一片文化綠洲，默默地藉由展覽、藝文表演、文創市集，以新舊交錯的文化樣貌滋養這城市。,"['藉由', '這座', '綠洲', '展覽', '藝文', '文創', '以新舊', '交錯', '樣貌', '滋養', '日式', '市集', '群像', '五光十色', '文化', '商圈', '宿舍', '默默地', '表演', '一片', '城市']"
桃園防災教育館,八德區,透過煙霧體驗、滅火VR體驗、密室逃脫等各樣互動教學，你將學習到各樣實用的防災觀念，化身為守護家園的救難小英雄。,"['體驗', '各樣', '透過', '煙霧', '滅火', 'VR', '逃脫', '互動', '教學', '將學習', '實用', '防災', '觀念', '守護家園', '密室', '化身', '英雄']"
圳頭里軍史公園,大園區,今天的打卡來走軍事風吧！比模型更威的坦克車、驅逐艦、戰鬥機、單管砲等退役軍武，就是你的最強背景，快門按下，鏡頭前你最霸氣！,"['打卡', '軍事風', '更威', '驅逐艦', '戰鬥機', '單管', '軍武', '最強', '快門', '鏡頭', '霸氣', '退役', '模型', '坦克', '背景', '今天', '就是']"
桃園市兒童美術館,八德區,館內收藏破萬本的兒童讀物，每月並舉辦多場親子藝文活動，觸動孩童的想像力與好奇心，讓美學教育從興趣當中轉為生活的一部分。,"['館內', '破萬本', '兒童', '讀物', '並舉', '辦多場', '親子', '藝文', '活動', '觸動', '美學', '從興趣', '當中', '轉為', '想像力', '孩童', '好奇心', '收藏', '每月', '教育', '一部分', '生活']"
觀音草漯沙丘,大園區,騷動的探險魂啊，全國第一座沙丘地質公園，根本就是撒哈拉沙漠的平行時空，何不打造另類的荒漠壯遊，200多公頃海上長城等你完美入鏡！,"['騷動', '探險魂', '全國', '地質', '公園', '時空', '另類', '壯遊', '200', '多公頃', '入鏡', '根本就是', '撒哈拉沙漠', '第一座', '沙丘', '荒漠', '何不', '完美', '平行', '打造', '海上']"
保甲古道,楊梅區,循著卵石遍布的挑夫運貨路徑前行，如今挑夫身影已不復見，倒是多了尋幽訪古的旅人，在盡是茶園與苦茶樹的古道，感受客庄山林。,"['挑夫', '循著', '運貨路徑', '尋幽', '訪古', '茶園', '客庄', '旅人', '古道', '卵石', '山林', '前行', '遍布', '身影', '感受', '如今']"
